MapVis
Bush (R) v. Kerry (D)	2004	Resultate	usa.svg	colorgradientusfull.png	Wahlresultate ohne "Faithless Electors"
Republikanisch	Tendenz Republikanisch	Drittpartei	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Republikanisch	9	62.46	36.84
AK	Republikanisch	3	61.07	35.52
AZ	Republikanisch	10	54.87	44.40
AR	Republikanisch	6	54.31	44.55
CA	Demokratisch	55	44.36	54.31
CO	Republikanisch	9	51.69	47.02
CT	Demokratisch	7	43.95	54.31
DE	Demokratisch	3	45.75	53.35
DC	Demokratisch	3	9.34	89.18
FL	Republikanisch	27	52.10	47.09
GA	Republikanisch	15	57.97	41.37
HI	Demokratisch	4	45.26	54.01
ID	Republikanisch	4	68.38	30.26
IL	Demokratisch	21	44.48	54.82
IN	Republikanisch	11	59.94	39.26
IA	Republikanisch	7	49.90	49.23
KS	Republikanisch	6	62.00	36.62
KY	Republikanisch	8	59.55	39.69
LA	Republikanisch	9	56.72	42.22
ME	Demokratisch	4	44.58	53.57
MD	Demokratisch	10	42.93	55.91
MA	Demokratisch	12	36.78	61.94
MI	Demokratisch	17	47.81	51.23
MN	Demokratisch	10	47.61	51.09
MS	Republikanisch	6	59.45	39.76
MO	Republikanisch	11	53.30	46.10
MT	Republikanisch	3	59.07	38.56
NE	Republikanisch	5	65.90	32.68
NV	Republikanisch	5	50.47	47.88
NH	Demokratisch	4	48.87	50.24
NJ	Demokratisch	15	46.24	52.92
NM	Republikanisch	5	49.84	49.05
NY	Demokratisch	31	40.08	58.37
NC	Republikanisch	15	56.02	43.58
ND	Republikanisch	3	62.86	35.50
OH	Republikanisch	20	50.81	48.71
OK	Republikanisch	7	65.57	34.43
OR	Demokratisch	7	47.19	51.35
PA	Demokratisch	21	48.42	50.92
RI	Demokratisch	4	38.67	59.42
SC	Republikanisch	8	57.98	40.90
SD	Republikanisch	3	59.91	38.44
TN	Republikanisch	11	56.80	42.53
TX	Republikanisch	34	61.09	38.22
UT	Republikanisch	5	71.54	26.00
VT	Demokratisch	3	38.80	58.94
VA	Republikanisch	13	53.68	45.48
WA	Demokratisch	11	45.64	52.82
WV	Republikanisch	5	56.06	43.20
WI	Demokratisch	10	49.32	49.70
WY	Republikanisch	3	68.86	29.07
