MapVis
Bush (R) v. Gore (D)	2000	Resultate	usa.svg	colorgradientusfull.png	Wahlresultate ohne "Faithless Electors"
Republikanisch	Tendenz Republikanisch	Drittpartei	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Republikanisch	9	56.48	41.57
AK	Republikanisch	3	58.62	27.67
AZ	Republikanisch	8	51.02	44.73
AR	Republikanisch	6	51.31	45.86
CA	Demokratisch	54	41.65	53.45
CO	Republikanisch	8	50.75	42.39
CT	Demokratisch	8	38.44	55.91
DE	Demokratisch	3	41.90	54.96
DC	Demokratisch	3	8.95	85.16
FL	Republikanisch	25	48.85	48.84
GA	Republikanisch	13	54.67	42.98
HI	Demokratisch	4	37.46	55.79
ID	Republikanisch	4	67.17	27.64
IL	Demokratisch	22	42.58	54.60
IN	Republikanisch	12	56.65	41.01
IA	Demokratisch	7	48.22	48.54
KS	Republikanisch	6	58.04	37.24
KY	Republikanisch	8	56.50	41.37
LA	Republikanisch	9	52.55	44.88
ME	Demokratisch	4	43.97	49.09
MD	Demokratisch	10	40.18	56.57
MA	Demokratisch	12	32.50	59.80
MI	Demokratisch	18	46.15	51.28
MN	Demokratisch	10	45.50	47.91
MS	Republikanisch	7	57.62	40.70
MO	Republikanisch	11	50.42	47.08
MT	Republikanisch	3	58.44	33.36
NE	Republikanisch	5	62.25	33.25
NV	Republikanisch	4	49.52	45.98
NH	Republikanisch	4	48.07	46.80
NJ	Demokratisch	15	40.29	56.13
NM	Demokratisch	5	47.85	47.91
NY	Demokratisch	33	35.23	60.21
NC	Republikanisch	14	56.03	43.20
ND	Republikanisch	3	60.66	33.06
OH	Republikanisch	21	49.97	46.46
OK	Republikanisch	8	60.31	38.43
OR	Demokratisch	7	46.52	46.96
PA	Demokratisch	23	46.43	50.60
RI	Demokratisch	4	31.91	60.99
SC	Republikanisch	8	56.84	40.90
SD	Republikanisch	3	60.30	37.56
TN	Republikanisch	11	51.15	47.28
TX	Republikanisch	32	59.30	37.98
UT	Republikanisch	5	66.83	26.34
VT	Demokratisch	3	40.70	50.63
VA	Republikanisch	13	52.47	44.44
WA	Demokratisch	11	44.58	50.16
WV	Republikanisch	5	51.92	45.59
WI	Demokratisch	11	47.61	47.83
WY	Republikanisch	3	67.76	27.70
