MapVis
Romney (R) v. Obama (D)	2012	Resultate	usa.svg	colorgradientusfull.png	Wahlresultate ohne "Faithless Electors"
Republikanisch	Tendenz Republikanisch	Drittpartei	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Republikanisch	9	60.55	38.36
AK	Republikanisch	3	54.80	40.81
AZ	Republikanisch	11	53.65	44.59
AR	Republikanisch	6	60.57	36.88
CA	Demokratisch	55	37.12	60.24
CO	Demokratisch	9	46.13	51.49
CT	Demokratisch	7	40.73	58.06
DE	Demokratisch	3	39.98	58.61
DC	Demokratisch	3	7.28	90.91
FL	Demokratisch	29	49.13	50.01
GA	Republikanisch	16	53.30	45.48
HI	Demokratisch	4	27.84	70.55
ID	Republikanisch	4	64.53	32.62
IL	Demokratisch	20	40.73	57.60
IN	Republikanisch	11	54.13	43.93
IA	Demokratisch	6	46.18	51.99
KS	Republikanisch	6	59.71	37.99
KY	Republikanisch	8	60.49	37.80
LA	Republikanisch	8	57.78	40.58
ME	Demokratisch	4	40.98	56.27
MD	Demokratisch	10	35.90	61.97
MA	Demokratisch	11	37.51	60.65
MI	Demokratisch	16	44.71	54.21
MN	Demokratisch	10	44.96	52.65
MS	Republikanisch	6	55.29	43.79
MO	Republikanisch	10	53.76	44.38
MT	Republikanisch	3	55.35	41.70
NE	Republikanisch	5	59.80	38.03
NV	Demokratisch	6	45.68	52.36
NH	Demokratisch	4	46.40	51.98
NJ	Demokratisch	14	40.59	58.38
NM	Demokratisch	5	42.84	52.99
NY	Demokratisch	29	35.17	63.35
NC	Republikanisch	15	50.39	48.35
ND	Republikanisch	3	58.32	38.69
OH	Demokratisch	18	47.69	50.67
OK	Republikanisch	7	66.77	33.23
OR	Demokratisch	7	42.15	54.24
PA	Demokratisch	20	46.59	51.97
RI	Demokratisch	4	35.24	62.70
SC	Republikanisch	9	54.56	44.09
SD	Republikanisch	3	57.89	39.87
TN	Republikanisch	11	59.48	39.08
TX	Republikanisch	38	57.17	41.38
UT	Republikanisch	6	72.79	24.75
VT	Demokratisch	3	30.97	66.57
VA	Demokratisch	13	47.28	51.16
WA	Demokratisch	12	41.29	56.16
WV	Republikanisch	5	62.30	35.54
WI	Demokratisch	10	45.89	52.83
WY	Republikanisch	3	68.64	27.82
