MapVis
Dewey (R) v. Thurmond (Dixiecrat) v. Truman (D)	1948	Resultate	usa.svg	colorgradientusfull.png	Wahlresultate ohne "Faithless Electors"
Republikanisch	Tendenz Republikanisch	Dixiecrat	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Dixiecrat	11	19.04	0
AK	NULL	0	0	0
AZ	Demokratisch	4	43.82	53.79
AR	Demokratisch	9	21.02	61.72
CA	Demokratisch	25	47.13	47.57
CO	Demokratisch	6	46.52	51.88
CT	Republikanisch	8	49.55	47.91
DE	Republikanisch	3	50.04	48.76
DC	NULL	0	0	0
FL	Demokratisch	8	33.63	48.82
GA	Demokratisch	12	18.31	60.81
HI	NULL	0	0	0
ID	Demokratisch	4	47.26	49.98
IL	Demokratisch	28	49.22	50.07
IN	Republikanisch	13	49.58	48.78
IA	Demokratisch	10	47.58	50.31
KS	Republikanisch	8	53.63	44.61
KY	Demokratisch	11	41.48	56.74
LA	Dixiecrat	10	17.45	32.75
ME	Republikanisch	5	56.74	42.27
MD	Republikanisch	8	49.40	48.01
MA	Demokratisch	16	43.16	54.66
MI	Republikanisch	19	49.23	47.57
MN	Demokratisch	11	39.89	57.16
MS	Dixiecrat	9	2.62	10.09
MO	Demokratisch	15	41.49	58.11
MT	Demokratisch	4	43.15	53.09
NE	Republikanisch	6	54.15	45.85
NV	Demokratisch	3	47.26	50.37
NH	Republikanisch	4	52.41	46.66
NJ	Republikanisch	16	50.33	45.93
NM	Demokratisch	4	42.93	56.38
NY	Republikanisch	47	45.99	45.01
NC	Demokratisch	14	32.68	58.02
ND	Republikanisch	4	52.17	43.41
OH	Demokratisch	25	49.24	49.48
OK	Demokratisch	10	37.25	62.75
OR	Republikanisch	6	49.78	46.40
PA	Republikanisch	35	50.93	46.92
RI	Demokratisch	4	41.44	57.59
SC	Dixiecrat	8	3.78	24.14
SD	Republikanisch	4	51.84	47.04
TN	Demokratisch	12	36.87	49.14
TX	Demokratisch	23	24.29	65.96
UT	Demokratisch	4	45.02	53.98
VT	Republikanisch	3	61.54	36.92
VA	Demokratisch	11	41.04	47.89
WA	Demokratisch	8	42.68	52.61
WV	Demokratisch	8	42.24	57.32
WI	Demokratisch	12	46.28	50.70
WY	Demokratisch	3	47.27	51.62
