MapVis
Bush (R) v. Dukakis (D)	1988	Resultate	usa.svg	colorgradientusfull.png	Wahlresultate ohne "Faithless Electors"
Republikanisch	Tendenz Republikanisch	Drittpartei	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Republikanisch	9	59.17	39.86
AK	Republikanisch	3	59.59	36.27
AZ	Republikanisch	7	59.95	38.74
AR	Republikanisch	6	56.37	42.19
CA	Republikanisch	47	51.13	47.56
CO	Republikanisch	8	53.06	45.28
CT	Republikanisch	8	51.98	46.87
DE	Republikanisch	3	55.88	43.48
DC	Demokratisch	3	14.30	82.65
FL	Republikanisch	21	60.87	38.51
GA	Republikanisch	12	59.75	39.50
HI	Demokratisch	4	44.75	54.27
ID	Republikanisch	4	62.08	36.01
IL	Republikanisch	24	50.69	48.60
IN	Republikanisch	12	59.84	39.69
IA	Demokratisch	8	44.50	54.71
KS	Republikanisch	7	55.79	42.56
KY	Republikanisch	9	55.52	43.88
LA	Republikanisch	10	54.27	44.06
ME	Republikanisch	4	55.34	43.88
MD	Republikanisch	10	51.11	48.20
MA	Demokratisch	13	45.38	53.23
MI	Republikanisch	20	53.57	45.67
MN	Demokratisch	10	45.90	52.91
MS	Republikanisch	7	59.89	39.07
MO	Republikanisch	11	51.83	47.85
MT	Republikanisch	4	52.07	46.20
NE	Republikanisch	5	60.15	39.20
NV	Republikanisch	4	58.86	37.92
NH	Republikanisch	4	62.49	36.33
NJ	Republikanisch	16	56.24	42.60
NM	Republikanisch	5	51.86	46.90
NY	Demokratisch	36	47.52	51.62
NC	Republikanisch	13	57.97	41.71
ND	Republikanisch	3	56.03	42.97
OH	Republikanisch	23	55.00	44.15
OK	Republikanisch	8	57.93	41.28
OR	Demokratisch	7	46.61	51.28
PA	Republikanisch	25	50.70	48.39
RI	Demokratisch	4	43.93	55.64
SC	Republikanisch	8	61.50	37.58
SD	Republikanisch	3	52.85	46.51
TN	Republikanisch	11	57.89	41.55
TX	Republikanisch	29	55.95	43.35
UT	Republikanisch	5	66.22	32.05
VT	Republikanisch	3	51.10	47.58
VA	Republikanisch	12	59.74	39.23
WA	Demokratisch	10	48.46	50.05
WV	Demokratisch	6	47.46	52.20
WI	Demokratisch	11	47.80	51.41
WY	Republikanisch	3	60.53	38.01
