MapVis
Reagan v. Mondale	1984	Actual Results	usa.svg	colorgradientusfull.png	Election Results not considering faithless Electors
Republican	Leaning Republican	3rd	Tie	Leaning Democrat	Democrat
Republican	Democrat
AL	Republican	9	60.54	38.28
AK	Republican	3	66.65	29.87
AZ	Republican	7	66.42	32.54
AR	Republican	6	60.47	38.29
CA	Republican	47	57.51	41.27
CO	Republican	8	63.44	35.12
CT	Republican	8	60.73	38.83
DE	Republican	3	59.78	39.93
DC	Democrat	3	13.73	85.38
FL	Republican	21	65.32	34.66
GA	Republican	12	60.17	39.79
HI	Republican	4	55.10	43.82
ID	Republican	4	72.36	26.39
IL	Republican	24	56.17	43.30
IN	Republican	12	61.67	37.68
IA	Republican	8	53.27	45.89
KS	Republican	7	66.27	32.60
KY	Republican	9	60.04	39.37
LA	Republican	10	60.77	38.18
ME	Republican	4	60.83	38.78
MD	Republican	10	52.51	47.02
MA	Republican	13	51.22	48.43
MI	Republican	20	59.23	40.24
MN	Democrat	10	49.54	49.72
MS	Republican	7	61.85	37.46
MO	Republican	11	60.02	39.98
MT	Republican	4	60.47	38.18
NE	Republican	5	70.55	28.81
NV	Republican	4	65.85	31.97
NH	Republican	4	68.66	30.95
NJ	Republican	16	60.09	39.20
NM	Republican	5	59.70	39.23
NY	Republican	36	53.84	45.83
NC	Republican	13	61.90	37.89
ND	Republican	3	64.84	33.80
OH	Republican	23	58.90	40.14
OK	Republican	8	68.61	30.67
OR	Republican	7	55.91	43.74
PA	Republican	25	53.34	45.99
RI	Republican	4	51.66	48.02
SC	Republican	8	63.55	35.57
SD	Republican	3	63.00	36.53
TN	Republican	11	57.84	41.57
TX	Republican	29	63.61	36.11
UT	Republican	5	74.50	24.68
VT	Republican	3	57.92	40.81
VA	Republican	12	62.29	37.09
WA	Republican	10	55.82	42.86
WV	Republican	6	55.11	44.60
WI	Republican	11	54.19	45.02
WY	Republican	3	70.51	28.24
