MapVis
Reagan (R) v. Carter (D)	1980	Actual Results	usa.svg	colorgradientusfull.png	Election Results not considering faithless Electors
Republican	Leaning Republican	3rd	Tie	Leaning Democrat	Democrat
Republican	Democrat
AL	Republican	9	48.75	47.45
AK	Republican	3	54.35	26.41
AZ	Republican	6	60.61	28.24
AR	Republican	6	48.13	47.52
CA	Republican	45	52.69	35.91
CO	Republican	7	55.07	31.07
CT	Republican	8	48.16	38.52
DE	Republican	3	47.21	44.87
DC	Democrat	3	13.41	74.89
FL	Republican	17	55.52	38.50
GA	Democrat	12	40.95	55.76
HI	Democrat	4	42.90	44.80
ID	Republican	4	66.46	25.19
IL	Republican	26	49.65	41.72
IN	Republican	13	56.01	37.65
IA	Republican	8	51.31	38.60
KS	Republican	7	57.85	33.29
KY	Republican	9	49.07	47.61
LA	Republican	10	51.20	45.75
ME	Republican	4	45.61	42.25
MD	Democrat	10	44.18	47.14
MA	Republican	14	41.90	41.75
MI	Republican	21	48.99	42.50
MN	Democrat	10	42.56	46.50
MS	Republican	7	49.42	48.09
MO	Republican	12	51.16	44.35
MT	Republican	4	56.82	32.43
NE	Republican	5	65.53	26.04
NV	Republican	3	62.54	26.89
NH	Republican	4	57.74	28.35
NJ	Republican	17	51.97	38.56
NM	Republican	4	54.97	36.78
NY	Republican	41	46.66	43.99
NC	Republican	13	49.30	47.18
ND	Republican	3	64.23	26.26
OH	Republican	25	51.51	40.91
OK	Republican	8	60.50	34.97
OR	Republican	6	48.33	38.67
PA	Republican	27	49.59	42.48
RI	Democrat	4	37.20	47.67
SC	Republican	8	49.57	48.04
SD	Republican	4	60.53	31.69
TN	Republican	10	48.70	48.41
TX	Republican	26	55.28	41.42
UT	Republican	4	72.77	20.57
VT	Republican	3	44.37	38.41
VA	Republican	12	53.03	40.31
WA	Republican	9	49.66	37.32
WV	Democrat	6	45.30	49.81
WI	Republican	11	47.90	43.18
WY	Republican	3	62.64	27.97
