MapVis
Nixon (R) v. Wallace (AIP) v. Humphrey (D)	1968	Resultate	usa.svg	colorgradientusfull.png	Wahlresultate ohne "Faithless Electors"
Republikanisch	Tendenz Republikanisch	American Independence Party	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	American Independence Party	10	13.99	18.72
AK	Republikanisch	3	45.28	42.65
AZ	Republikanisch	5	54.78	35.02
AR	American Independence Party	6	31.01	30.33
CA	Republikanisch	40	47.82	44.74
CO	Republikanisch	6	50.46	41.32
CT	Demokratisch	8	44.32	49.48
DE	Republikanisch	3	45.12	41.61
DC	Demokratisch	3	18.18	81.82
FL	Republikanisch	14	40.53	30.93
GA	American Independence Party	12	30.40	26.75
HI	Demokratisch	4	38.70	59.83
ID	Republikanisch	4	56.79	30.66
IL	Republikanisch	26	47.08	44.15
IN	Republikanisch	13	50.29	37.99
IA	Republikanisch	9	53.01	40.82
KS	Republikanisch	7	54.84	34.72
KY	Republikanisch	9	43.79	37.65
LA	American Independence Party	10	23.47	28.21
ME	Demokratisch	4	43.07	55.30
MD	Demokratisch	10	41.94	43.59
MA	Demokratisch	14	32.89	63.01
MI	Demokratisch	21	41.46	48.18
MN	Demokratisch	10	41.46	54.00
MS	American Independence Party	7	13.52	23.02
MO	Republikanisch	12	44.87	43.74
MT	Republikanisch	4	50.60	41.59
NE	Republikanisch	5	59.82	31.81
NV	Republikanisch	3	47.46	39.29
NH	Republikanisch	4	52.10	43.93
NJ	Republikanisch	17	46.10	43.97
NM	Republikanisch	4	51.85	39.75
NY	Demokratisch	43	44.30	49.76
NC	Republikanisch	13	39.51	29.24
ND	Republikanisch	4	55.94	38.23
OH	Republikanisch	26	45.23	42.95
OK	Republikanisch	8	47.68	31.99
OR	Republikanisch	6	49.83	43.78
PA	Demokratisch	29	44.02	47.59
RI	Demokratisch	4	31.78	64.03
SC	Republikanisch	8	38.09	29.61
SD	Republikanisch	4	53.27	41.96
TN	Republikanisch	11	37.85	28.13
TX	Demokratisch	25	39.87	41.14
UT	Republikanisch	4	56.49	37.07
VT	Republikanisch	3	52.75	43.53
VA	Republikanisch	12	43.36	32.49
WA	Demokratisch	9	45.12	47.23
WV	Demokratisch	7	40.78	49.60
WI	Republikanisch	12	47.89	44.27
WY	Republikanisch	3	55.76	35.51
