MapVis
Nixon (R) v. Byrd (I) v. Kennedy  (D)	1960	Resultate	usa.svg	colorgradientusfull.png	Wahlresultate ohne "Faithless Electors"
Republikanisch	Tendenz Republikanisch	Independent	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Demokratisch	11	42.16	56.39
AK	Republikanisch	3	50.94	49.06
AZ	Republikanisch	4	55.52	44.36
AR	Demokratisch	8	43.06	50.19
CA	Republikanisch	32	50.10	49.55
CO	Republikanisch	6	54.63	44.91
CT	Demokratisch	8	46.27	53.73
DE	Demokratisch	3	49.00	50.63
DC	NULL	0	0	0
FL	Republikanisch	10	51.51	48.49
GA	Demokratisch	12	37.43	62.54
HI	Demokratisch	3	49.97	50.03
ID	Republikanisch	4	53.78	46.22
IL	Demokratisch	27	49.80	49.98
IN	Republikanisch	13	55.03	44.60
IA	Republikanisch	10	56.71	43.22
KS	Republikanisch	8	60.45	39.10
KY	Republikanisch	10	53.59	46.41
LA	Demokratisch	10	28.59	50.42
ME	Republikanisch	5	57.05	42.95
MD	Demokratisch	9	46.39	53.61
MA	Demokratisch	16	39.55	60.22
MI	Demokratisch	20	48.84	50.85
MN	Demokratisch	11	49.16	50.58
MS	Independent	8	24.67	36.34
MO	Demokratisch	13	49.74	50.26
MT	Republikanisch	4	51.10	48.60
NE	Republikanisch	6	62.07	37.93
NV	Demokratisch	3	48.84	51.16
NH	Republikanisch	4	53.42	46.58
NJ	Demokratisch	16	49.16	49.96
NM	Demokratisch	4	49.41	50.15
NY	Demokratisch	45	47.27	52.53
NC	Demokratisch	14	47.89	52.11
ND	Republikanisch	4	55.42	44.52
OH	Republikanisch	25	53.28	46.72
OK	Republikanisch	8	59.02	40.98
OR	Republikanisch	6	52.56	47.32
PA	Demokratisch	32	48.74	51.06
RI	Demokratisch	4	36.37	63.63
SC	Demokratisch	8	48.76	51.24
SD	Republikanisch	4	58.21	41.79
TN	Republikanisch	11	52.92	45.77
TX	Demokratisch	24	48.52	50.52
UT	Republikanisch	4	54.81	45.17
VT	Republikanisch	3	58.65	41.35
VA	Republikanisch	12	52.44	46.97
WA	Republikanisch	9	50.68	48.27
WV	Demokratisch	8	47.27	52.73
WI	Republikanisch	12	51.77	48.05
WY	Republikanisch	3	55.01	44.99
