MapVis
Trump (R) v. Clinton (D)	2016	Resultate	usa.svg	colorgradientusfull.png	Wahlresultate ohne "Faithless Electors"
Republikanisch	Tendenz Republikanisch	Drittpartei	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Republikanisch	9	48.67	45.13
AK	Republikanisch	3	62.08	34.36
AZ	Republikanisch	11	51.28	36.55
AR	Republikanisch	6	60.57	33.65
CA	Demokratisch	55	31.62	61.73
CO	Demokratisch	9	43.25	48.16
CT	Demokratisch	7	40.93	54.57
DE	Demokratisch	3	41.92	53.35
DC	Demokratisch	3	4.09	90.86
FL	Republikanisch	29	49.02	47.82
GA	Republikanisch	16	51.05	45.89
HI	Demokratisch	4	30.04	62.22
ID	Republikanisch	4	59.26	27.49
IL	Demokratisch	20	38.76	55.83
IN	Republikanisch	11	56.94	37.77
IA	Republikanisch	6	51.15	41.74
KS	Republikanisch	6	56.65	36.05
KY	Republikanisch	8	62.52	32.68
LA	Republikanisch	8	58.09	38.45
ME	Demokratisch	2	44.87	47.83
MD	Demokratisch	10	33.91	60.33
MA	Demokratisch	11	32.81	60.01
MI	Republikanisch	16	47.50	47.27
MN	Demokratisch	10	44.92	46.44
MS	Republikanisch	6	57.94	40.11
MO	Republikanisch	10	56.77	38.14
MT	Republikanisch	3	56.17	35.75
NE	Republikanisch	5	58.75	33.7
NV	Demokratisch	6	45.50	47.92
NH	Demokratisch	4	46.47	46.83
NJ	Demokratisch	14	41.35	55.45
NM	Demokratisch	5	40.04	48.26
NY	Demokratisch	29	36.52	59.01
NC	Republikanisch	15	49.83	46.17
ND	Republikanisch	3	62.96	27.23
OH	Republikanisch	18	51.69	43.56
OK	Republikanisch	7	65.32	28.93
OR	Demokratisch	7	39.09	50.07
PA	Republikanisch	20	48.58	47.85
RI	Demokratisch	4	38.90	54.41
SC	Republikanisch	9	54.94	40.67
SD	Republikanisch	3	61.53	31.74
TN	Republikanisch	11	60.72	34.72
TX	Republikanisch	38	52.23	43.24
UT	Republikanisch	6	45.54	27.46
VT	Demokratisch	3	30.27	56.68
VA	Demokratisch	13	44.43	49.75
WA	Demokratisch	12	36.30	51.78
WV	Republikanisch	5	68.63	26.48
WI	Republikanisch	10	47.22	46.45
WY	Republikanisch	3	68.17	21.88
M1	Demokratisch	1	39.15	53.96
M2	Republikanisch	1	51.26	40.98
