MapVis
Coolidge (R) v. LaFollette (P) v. Davis (D)	1924	Literary Digest	usa.svg	colorgradientusfull.png	2'386'052 Wahlzettel, 1'348'033 für Coolidge, 508'516 für LaFollette, 505'410 für Davis, Quelle: Literary Digest 1. November, 1924
Republikanisch	Tendenz Republikanisch	Progressive	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Demokratisch	12	29.04	61.52
AK	NULL	0	0	0
AZ	Republikanisch	3	49.71	23.33
AR	Demokratisch	9	30.37	58.52
CA	Unentschieden	13	49.74	6.66
CO	Republikanisch	6	63.11	15.46
CT	Republikanisch	7	74.49	11.20
DE	Republikanisch	3	62.47	29.23
DC	NULL	0	0	0
FL	Demokratisch	6	37.89	48.53
GA	Demokratisch	14	21.84	67.44
HI	NULL	0	0	0
ID	Republikanisch	4	52.69	13.65
IL	Republikanisch	29	62.16	12.20
IN	Republikanisch	15	63.54	22.73
IA	Republikanisch	13	58.17	12.90
KS	Republikanisch	10	62.90	17.82
KY	Demokratisch	13	44.65	44.93
LA	Demokratisch	10	34.13	49.72
ME	Republikanisch	6	78.62	13.13
MD	Unentschieden	8	45.67	33.73
MA	Republikanisch	18	75.14	9.75
MI	Republikanisch	15	69.65	8.24
MN	Republikanisch	12	57.82	8.79
MS	Demokratisch	10	16.26	76.42
MO	Republikanisch	18	52.44	34.89
MT	Republikanisch	4	54.19	12.84
NE	Republikanisch	8	53.33	22.73
NV	Unentschieden	3	49.50	14.00
NH	Republikanisch	4	74.73	15.42
NJ	Republikanisch	14	71.24	13.35
NM	Republikanisch	3	45.54	27.97
NY	Republikanisch	45	63.52	13.85
NC	Demokratisch	12	36.50	58.36
ND	Unentschieden	5	53.60	10.42
OH	Republikanisch	24	61.60	16.13
OK	Unentschieden	10	47.29	39.49
OR	Republikanisch	5	56.21	15.96
PA	Republikanisch	38	64.65	13.74
RI	Republikanisch	5	79.01	10.45
SC	Demokratisch	9	10.53	84.06
SD	Unentschieden	5	50.61	11.15
TN	Demokratisch	12	39.74	52.32
TX	Demokratisch	20	33.68	53.65
UT	Republikanisch	4	53.49	20.69
VT	Republikanisch	4	82.00	8.20
VA	Demokratisch	12	33.76	56.29
WA	Republikanisch	7	54.41	9.80
WV	Unentschieden	8	51.69	40.47
WI	Progressive	13	40.04	6.75
WY	Republikanisch	3	58.80	12.79
