MapVis
Trump (R) v. Biden (D)	2020	Resultate	usa.svg	colorgradientusfull.png	Wahlresultate ohne "Faithless Electors"
Republikanisch	Tendenz Republikanisch	Drittpartei	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Republikanisch	9	62.03	36.57
AK	Republikanisch	3	52.83	42.77
AZ	Demokratisch	11	49.06	49.36
AR	Republikanisch	6	62.40	34.78
CA	Demokratisch	55	34.32	63.48
CO	Demokratisch	9	41.90	55.40
CT	Demokratisch	7	39.19	59.26
DE	Demokratisch	3	39.77	58.74
DC	Demokratisch	3	5.40	92.15
FL	Republikanisch	29	51.22	47.86
GA	Demokratisch	16	49.24	49.47
HI	Demokratisch	4	34.27	63.73
ID	Republikanisch	4	63.84	33.07
IL	Demokratisch	20	40.55	57.54
IN	Republikanisch	11	57.02	40.96
IA	Republikanisch	6	53.09	44.89
KS	Republikanisch	6	56.21	41.56
KY	Republikanisch	8	62.09	36.15
LA	Republikanisch	8	58.46	39.85
ME	Demokratisch	2	44.02	53.09
MD	Demokratisch	10	32.15	65.36
MA	Demokratisch	11	32.14	65.60
MI	Demokratisch	16	47.84	50.62
MN	Demokratisch	10	45.28	52.40
MS	Republikanisch	6	57.60	41.06
MO	Republikanisch	10	56.80	41.41
MT	Republikanisch	3	56.92	40.55
NE	Republikanisch	2	58.22	39.17
NV	Demokratisch	6	47.67	50.06
NH	Demokratisch	4	45.36	52.71
NJ	Demokratisch	14	41.40	57.33
NM	Demokratisch	5	43.50	54.29
NY	Demokratisch	29	37.75	60.86
NC	Republikanisch	15	49.93	48.59
ND	Republikanisch	3	65.11	31.76
OH	Republikanisch	18	53.27	45.24
OK	Republikanisch	7	65.37	32.29
OR	Demokratisch	7	40.37	56.45
PA	Demokratisch	20	48.84	50.01
RI	Demokratisch	4	38.61	59.39
SC	Republikanisch	9	55.11	43.43
SD	Republikanisch	3	61.77	35.61
TN	Republikanisch	11	60.66	37.45
TX	Republikanisch	38	52.06	46.48
UT	Republikanisch	6	58.13	37.65
VT	Demokratisch	3	30.67	66.09
VA	Demokratisch	13	44.00	54.11
WA	Demokratisch	12	38.77	57.97
WV	Republikanisch	5	68.62	29.69
WI	Demokratisch	10	48.82	49.45
WY	Republikanisch	3	69.94	26.55
N1	Republikanisch	1	56.01	41.09
N2	Demokratisch	1	45.45	51.95
N3	Republikanisch	1	75.36	22.34
M1	Demokratisch	1	37.02	60.11
M2	Republikanisch	1	52.26	44.82
