MapVis
Reagan (R) v. Mondale (D)	1984	Resultate	usa.svg	colorgradientusfull.png	Wahlresultate ohne "Faithless Electors"
Republikanisch	Tendenz Republikanisch	Drittpartei	Unentschieden	Tendenz Demokratisch	Demokratisch
Republikanisch	Demokratisch
AL	Republikanisch	9	60.54	38.28
AK	Republikanisch	3	66.65	29.87
AZ	Republikanisch	7	66.42	32.54
AR	Republikanisch	6	60.47	38.29
CA	Republikanisch	47	57.51	41.27
CO	Republikanisch	8	63.44	35.12
CT	Republikanisch	8	60.73	38.83
DE	Republikanisch	3	59.78	39.93
DC	Demokratisch	3	13.73	85.38
FL	Republikanisch	21	65.32	34.66
GA	Republikanisch	12	60.17	39.79
HI	Republikanisch	4	55.10	43.82
ID	Republikanisch	4	72.36	26.39
IL	Republikanisch	24	56.17	43.30
IN	Republikanisch	12	61.67	37.68
IA	Republikanisch	8	53.27	45.89
KS	Republikanisch	7	66.27	32.60
KY	Republikanisch	9	60.04	39.37
LA	Republikanisch	10	60.77	38.18
ME	Republikanisch	4	60.83	38.78
MD	Republikanisch	10	52.51	47.02
MA	Republikanisch	13	51.22	48.43
MI	Republikanisch	20	59.23	40.24
MN	Demokratisch	10	49.54	49.72
MS	Republikanisch	7	61.85	37.46
MO	Republikanisch	11	60.02	39.98
MT	Republikanisch	4	60.47	38.18
NE	Republikanisch	5	70.55	28.81
NV	Republikanisch	4	65.85	31.97
NH	Republikanisch	4	68.66	30.95
NJ	Republikanisch	16	60.09	39.20
NM	Republikanisch	5	59.70	39.23
NY	Republikanisch	36	53.84	45.83
NC	Republikanisch	13	61.90	37.89
ND	Republikanisch	3	64.84	33.80
OH	Republikanisch	23	58.90	40.14
OK	Republikanisch	8	68.61	30.67
OR	Republikanisch	7	55.91	43.74
PA	Republikanisch	25	53.34	45.99
RI	Republikanisch	4	51.66	48.02
SC	Republikanisch	8	63.55	35.57
SD	Republikanisch	3	63.00	36.53
TN	Republikanisch	11	57.84	41.57
TX	Republikanisch	29	63.61	36.11
UT	Republikanisch	5	74.50	24.68
VT	Republikanisch	3	57.92	40.81
VA	Republikanisch	12	62.29	37.09
WA	Republikanisch	10	55.82	42.86
WV	Republikanisch	6	55.11	44.60
WI	Republikanisch	11	54.19	45.02
WY	Republikanisch	3	70.51	28.24
